Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD031-SL-CT,0.45Ct Heart Citrine Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Citrine weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,29,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-GT,0.45Ct Heart Garnet Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Garnet weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,29,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-PD,0.45Ct Heart Peridot Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Peridot weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,29,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-RB,0.45Ct Heart Garnet Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Garnet weighs 0.77 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,39,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-SP,0.45Ct Heart Amethyst Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Amethyst weighs 0.67 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,39,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-AM,0.45Ct Heart Amethyst Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Amethyst weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-AQ,0.45Ct Heart Aquamarine Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Aquamarine weighs 0.35 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,120,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-BT,0.45Ct Heart Blue Topaz Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Blue Topaz weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-CT,0.45Ct Heart Citrine Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Citrine weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-GT,0.45Ct Heart Garnet Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Garnet weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-PD,0.45Ct Heart Peridot Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Peridot weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-RB,0.45Ct Heart Garnet Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Garnet weighs0.77 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,125,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-WB-SP,0.45Ct Heart Amethyst Pendant in 14k White Gold ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Amethyst weighs 0.67 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,125,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-AM,0.45Ct Heart Amethyst Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Amethyst weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-AQ,0.45Ct Heart Aquamarine Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Aquamarine weighs 0.35 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,120,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-BT,0.45Ct Heart Blue Topaz Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Blue Topaz weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-CT,0.45Ct Heart Citrine Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Citrine weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-GT,0.45Ct Heart Garnet Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Garnet weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-PD,0.45Ct Heart Peridot Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Peridot weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,110,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-RB,0.45Ct Heart Garnet Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Garnet weighs 0.77 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,125,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-YB-SP,0.45Ct Heart Amethyst Pendant in 14k Yellow Gold ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Amethyst weighs 0.67 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,125,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD032-SL-AM,0.75Ct Heart Amethyst Pendant in Sterling Silver ( 6 mm ),An elegant 6mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Amethyst weighs 0.65 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,35,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD032-SL-AQ,0.75Ct Heart Aquamarine Pendant in Sterling Silver ( 6 mm ),An elegant 6mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Aquamarine weighs 0.80 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,49,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
